Date,season,Species,PlantNumber,Leaf,ea,ln_a,tcrit,Heat_Stress_Days_Cumulative,Rolling_Max_C_1,Rolling_Max_C_2,Rolling_Max_C_3,Rolling_Max_C_4,Rolling_Max_C_5,Rolling_Max_C_6,Rolling_Max_C_7,Rolling_Max_C_8,Rolling_Max_C_9,Rolling_Max_C_10,Rolling_Max_C_11,Rolling_Max_C_12,Rolling_Max_C_13,Rolling_Max_C_14,Rolling_Max_C_15,Rolling_Max_C_16,Rolling_Max_C_17,Rolling_Max_C_18,Rolling_Max_C_19,Rolling_Max_C_20,Rolling_Max_C_21,Rolling_Max_C_22,Rolling_Max_C_23,Rolling_Max_C_24,Rolling_Max_C_25,Rolling_Max_C_26,Rolling_Max_C_27,Rolling_Max_C_28,Rolling_Max_C_29,Rolling_Max_C_30
20230725,summer,Polystichum imbricans subsp. imbricans,X25826,L2,330.2381448,122.3401946,41.68,39,21,21.85,22.53333333,22.775,23.54,23.8,23.58571429,23.4875,23.64444444,23.95,24.18181818,24.15,24.03076923,23.76428571,23.46,23.40625,23.22352941,23.15555556,23.18947368,23.155,23.26190476,23.35,23.32173913,23.21666667,23.228,23.19615385,23.18518519,23.10714286,23.06206897,22.94333333
20230725,summer,Polystichum imbricans subsp. imbricans,X29351,L2,353.6324481,130.7713569,42.39166667,39,21,21.85,22.53333333,22.775,23.54,23.8,23.58571429,23.4875,23.64444444,23.95,24.18181818,24.15,24.03076923,23.76428571,23.46,23.40625,23.22352941,23.15555556,23.18947368,23.155,23.26190476,23.35,23.32173913,23.21666667,23.228,23.19615385,23.18518519,23.10714286,23.06206897,22.94333333
20230725,summer,Polystichum imbricans subsp. imbricans,X21000,L1,327.3911943,120.3748497,43.98375,39,21,21.85,22.53333333,22.775,23.54,23.8,23.58571429,23.4875,23.64444444,23.95,24.18181818,24.15,24.03076923,23.76428571,23.46,23.40625,23.22352941,23.15555556,23.18947368,23.155,23.26190476,23.35,23.32173913,23.21666667,23.228,23.19615385,23.18518519,23.10714286,23.06206897,22.94333333
20230913,fall,Polystichum imbricans subsp. imbricans,X24542,L1,410.3450735,151.3000768,47.40125,67,17.8,18.9,20.4,20.475,20.04,19.9,19.51428571,19.3375,19.15555556,19.06,19.16363636,19.25833333,19.24615385,19.33571429,19.26,19.425,19.71176471,20.00555556,20.13157895,20.21,20.13333333,20.07727273,20.05217391,20.02916667,20.064,20.13076923,20.24444444,20.4,20.57931034,20.75
20230913,fall,Polystichum imbricans subsp. imbricans,X26763,L2,473.9873849,176.8715514,45.01166667,67,17.8,18.9,20.4,20.475,20.04,19.9,19.51428571,19.3375,19.15555556,19.06,19.16363636,19.25833333,19.24615385,19.33571429,19.26,19.425,19.71176471,20.00555556,20.13157895,20.21,20.13333333,20.07727273,20.05217391,20.02916667,20.064,20.13076923,20.24444444,20.4,20.57931034,20.75
20230913,fall,Polystichum imbricans subsp. imbricans,X26763,L1,473.1439931,176.1805566,46.05444444,67,17.8,18.9,20.4,20.475,20.04,19.9,19.51428571,19.3375,19.15555556,19.06,19.16363636,19.25833333,19.24615385,19.33571429,19.26,19.425,19.71176471,20.00555556,20.13157895,20.21,20.13333333,20.07727273,20.05217391,20.02916667,20.064,20.13076923,20.24444444,20.4,20.57931034,20.75
20230913,fall,Polystichum imbricans subsp. imbricans,X24542,L2,526.6384048,194.5785469,47.835,67,17.8,18.9,20.4,20.475,20.04,19.9,19.51428571,19.3375,19.15555556,19.06,19.16363636,19.25833333,19.24615385,19.33571429,19.26,19.425,19.71176471,20.00555556,20.13157895,20.21,20.13333333,20.07727273,20.05217391,20.02916667,20.064,20.13076923,20.24444444,20.4,20.57931034,20.75
20230913,fall,Polystichum imbricans subsp. imbricans,X29879,L1,493.2466039,183.9026596,46.16444444,67,17.8,18.9,20.4,20.475,20.04,19.9,19.51428571,19.3375,19.15555556,19.06,19.16363636,19.25833333,19.24615385,19.33571429,19.26,19.425,19.71176471,20.00555556,20.13157895,20.21,20.13333333,20.07727273,20.05217391,20.02916667,20.064,20.13076923,20.24444444,20.4,20.57931034,20.75
20230913,fall,Polystichum imbricans subsp. imbricans,X29879,L2,463.8328388,172.7924811,46.41666667,67,17.8,18.9,20.4,20.475,20.04,19.9,19.51428571,19.3375,19.15555556,19.06,19.16363636,19.25833333,19.24615385,19.33571429,19.26,19.425,19.71176471,20.00555556,20.13157895,20.21,20.13333333,20.07727273,20.05217391,20.02916667,20.064,20.13076923,20.24444444,20.4,20.57931034,20.75
20230918,fall,Rhododendron calendulaceum,X27231,L1,419.7414573,153.3236479,46.94,68,17.8,19.2,20.53333333,20.125,19.88,19.53333333,19.6,20.075,20.14444444,19.96,19.89090909,19.66666667,19.54615385,19.41428571,19.33333333,19.3875,19.44117647,19.42222222,19.47894737,19.415,19.53333333,19.75,19.97826087,20.07916667,20.144,20.08461538,20.04074074,20.02142857,20.00344828,20.03333333
